sequence, count
we 've got to get, 9
're rich we 're rich, 9
we 're rich we 're, 9
rich we 're rich we, 6
's get out of here, 5
're gon na have to, 5
we do n't want to, 5
yeah yeah yeah yeah yeah, 5
are we gon na do, 5
go back to paradise estate, 5
we 're gon na have, 5
what 's going on here, 5
what are we gon na, 5
we 'll find a way, 5
let 's get out of, 5
come on let 's go, 5
i do n't know what, 5
what are we waiting for, 5
be something we can do, 4
must be something we can, 4
no no no no no, 4
it 's worth a try, 4
it wo n't be long, 4
all we have to do, 4
i 'll take you to, 4
this is no time for, 4
we have to do is, 4
you have to do is, 4
back to paradise estate and, 4
i just do n't know, 4
it 's our only chance, 4
what are you doing here, 4
i 'll take care of, 4
all you have to do, 4
i do n't want to, 4
i do n't wan na, 4
there must be something we, 4
we 're looking for a, 3
me she hates me not, 3
to the realm of darkness, 3
a way to get the, 3
i 've got an idea, 3
what do you think of, 3
i do n't believe it, 3
it 's got to be, 3
to get out of here, 3
what are we going to, 3
to get the sunstone back, 3
if we do n't get, 3
are we going to do, 3
save the rest of the, 3
the rest of the flutter, 3
the book of lost answers, 3
i do n't think so, 3
i 've never seen a, 3
learn how to be a, 3
to be around here somewhere, 3
what am i going to, 3
hates me she hates me, 3
do you think you 're, 3
hey watch where you 're, 3
get us out of here, 3
let 's get back to, 3
there 's still time to, 3
we 've got to rescue, 3
am i going to do, 3
wo n't be long now, 3
you 're gon na be, 3
this is your last chance, 3
we 've got ta stop, 3
do n't know if i, 3
we 'll have to find, 3
'll find a way to, 3
rest of the flutter ponies, 3
important things to worry about, 2
see what we can do, 2
let 's go back to, 2
the flutter ponies are coming, 2
is your last chance to, 2
we 'll have a better, 2
does n't look like we, 2
bet you ca n't catch, 2
we did n't do anything, 2
from the volcano of gloom, 2
we all have to work, 2
i do n't think you, 2
too late too late too, 2
you ca n't catch me, 2
by sunset flutter valley will, 2
flutter ponies are coming back, 2
i 'm sure of it, 2
even when it is many, 2
how do we get past, 2
to turn ponyland into glass, 2
've got to tell them, 2
it 's a long way, 2
that is one even when, 2
the other half of the, 2
i wish i wish i, 2
n't give up flutter ponies, 2
hydia hates me she hates, 2
find a good deed for, 2
left the land of legends, 2
we have to get the, 2
've got to do something, 2
guess we 'll have to, 2
where do you think you, 2
what we can do about, 2
where did i put that, 2
that 's where we 're, 2
i ca n't believe how, 2
you do n't want to, 2
've got to get out, 2
valley will be no more, 2
ruin the flutter ponies ', 2
the flashstone away from squirk, 2
we 'll have to go, 2
never make it in time, 2
i just do n't have, 2
is one even when it, 2
and the rainbow of light, 2
deed for you to do, 2
'll never find it in, 2
we 've got to stop, 2
've got to get the, 2
shoobee doo shoop shoop bee, 2
get the sunstone back to, 2
do n't let them get, 2
to rescue the princess ponies, 2
a way to make it, 2
no time for thanks no, 2
'll just take your shadow, 2
now it 's time for, 2
lickety split heart throb and, 2
i ca n't take it, 2
what you gon na do, 2
are we ever going to, 2
've run out of water, 2
thanks no time for thanks, 2
it does n't look like, 2
everything 's gon na be, 2
oh this is so exciting, 2
we 'll never make it, 2
be dark dank and dreary, 2
i seem to have lost, 2
baby heart throb please sit, 2
sunset flutter valley will be, 2
late too late too late, 2
to the volcano of gloom, 2
what good would that do, 2
i think we 're in, 2
so we can get out, 2
when you are king you, 2
we 've got a long, 2
i 'll be " it, 2
one even when it is, 2
of the princess ponies and, 2
we 've got to tell, 2
ever glad to see you, 2
looks like it 's gon, 2
how to be a dragon, 2
what 's the matter with, 2
" the book of lost, 2
the nursery of paradise estate, 2
you spent my magic coins, 2
if it 's the last, 2
do n't know what 's, 2
nice to have everything back, 2
at a time like this, 2
i 've got you now, 2
glass before they ruin everything, 2
winking out is against the, 2
where the little ponies are, 2
do n't know how to, 2
banished to the realm of, 2
what i had in mind, 2
the rest of the furbobs, 2
i did n't wan na, 2
flutter valley will be no, 2
me he loves me not, 2
ice orgs and lava demons, 2
got a long way to, 2
's gon na be okay, 2
run run run run run, 2
doo shoop shoop bee doo, 2
witches from the volcano of, 2
n't know what 's wrong, 2
soon there will be no, 2
have everything back to normal, 2
n't wan na do it, 2
but i just do n't, 2
the witches from the volcano, 2
other half of the amulet, 2
something that is one even, 2
why do n't you take, 2
have to get the sunstone, 2
heart throb please sit down, 2
what are you talking about, 2
've got a long way, 2
think i 'm going to, 2
do n't know where it, 2
into glass before they ruin, 2
get back to paradise estate, 2
'll never get past him, 2
's got to be a, 2
i 'm coming with you, 2
let me out of here, 2
put one over the door, 2
better get out of here, 2
to rescue megan and the, 2
i 'm so glad you, 2
what are you gon na, 2
good deed for you to, 2
if only megan were here, 2
find a way to get, 2
you 're gon na miss, 2
we 're helping a would-be, 2
there ai n't no place, 2
thank you for your help, 2
just the way we like, 2
let us out of here, 2
's see if we can, 2
've never seen a storm, 2
we 're going to make, 2
now all we have to, 2
let 's see if we, 2
way to go way to, 2
what do we do now, 2
get the magic wands back, 2
i just might be able, 2
all have to work together, 2
morning glory reaches paradise estate, 2
why did you do that, 2
i do n't know if, 2
be banished to the realm, 2
i 'll just take your, 2
watch where you 're dripping, 2
it 's up to us, 2
we glad to see you, 2
's go back to paradise, 2
if only we can find, 2
do what i tell you, 2
let 's break it down, 2
what 's done is done, 2
've got to rescue the, 2
i 'm going for the, 2
think it 's that way, 2
are we glad to see, 2
well what are we waiting, 2
like it 's gon na, 2
your last chance to capture, 2
to go way to go, 2
you 're not going to, 2
the only thing that can, 2
's see what we can, 2
split heart throb and gusty, 2
do n't think it 's, 2
but there 's not enough, 2
you thank you thank you, 2
got to get out of, 2
gon na have to go, 2
i do n't understand it, 2
got to be a way, 2
he loves me he loves, 2
have to do is find, 2
do with the magic wands, 2
he 's not gon na, 2
i thought we were friends, 2
it 's gon na rain, 2
i think it 's that, 2
time for thanks no time, 2
behold the power of darkness, 2
of the volcano of gloom, 2
please do n't do this, 2
show us the way to, 2
do n't want to go, 2
we 've got to find, 2
'll teach him a lesson, 2
sunstone back to flutter valley, 2
and i ca n't even, 2
now what do we do, 2
we 've got to be, 2
you ca n't do that, 2
come on you can do, 2
will be back to normal, 2
yeah yeah yeah help help, 2
to capture all those ponies, 2
so what are we waiting, 2
a long way to go, 2
the power to do anything, 2
i think i 'll just, 2
a piece of my mind, 2
the sunstone back to flutter, 2
'm going for the double, 2
a good deed for you, 2
a way out of here, 2
i did n't see that, 2
to have everything back to, 2
let 's check it out, 2
are you gon na do, 2
out of here right now, 2
we ca n't wink through, 2
it 's the flutter ponies, 2
we can get out of, 2
something we can do to, 2
the rest of the troggles, 2
